Incident Description,Risk Level
"Policemen on clearance operations engaged gunmen in a firefight along the Amedokhian-Ugboha Road in Uromi town, Esan North-East LGA, Edo State. One gunman was killed, and one double-barrel gun, a Dane gun, cartridges, and two toy pistols were recovered.",low
"Vigilante members assaulted and killed a man accused of phone theft in Agbor, Ika South LGA, Delta State.",low
"Armed men dressed as Department of State Services (DSS) personnel abducted the coordinator-General of the Edo Civil Society Organizations (EDOCSOs) from his residence at the Medical Stores axis of Benin in Egor LGA, Edo State. No further details.",low
"There was a violent clash between members of the “Aye” and the “Eiye” cult gangs at the post office area of Ado-Ekiti, Ado-Ekiti LGA, Ekiti State. One person was killed.",low
"Gunmen mounted on a motorcycle attacked a Point of Sale (POS) operator in the vicinity of Teaching Hospital, Ado-Ekiti LGA, Ekiti State. The POS operator was shot and killed, and his valuables were stolen. A stray bullet killed a food vendor.",low
"Gunmen abducted a pregnant woman who was on her way to a hospital in Oke Lantoro, Abeokuta North LGA, Ogun State.",low
"There was a violent clash between members of the “Aye” and the “Eiye” cult gangs at Staleg Junction, Ado-Ekiti LGA, Ekiti State. One gang member was killed.",low
"There was a violent clash between members of the “Aye” and the “Eiye” cult gangs in Mushin, Mushin LGA, Lagos State. One person was killed.",low
"Members of the “Eiye” cult gang shot and killed a furniture maker mistaken as a member of the “Aye” cult gang in Mushin, Mushin LGA, Lagos State",low
"Gunmen on a motorcycle shot and killed a motorcycle ticketing officer in the vicinity of the Okesa Roundabout in Ado-Ekiti, Ado-Ekiti LGA, Ekiti State.",low
"Gunmen robbed and killed a woman at her residence in Bodija, Ibadan North LGA, Oyo State.",low
"There was a violent clash between the “Eiye” and the “Buccaneers” cult gangs along Ondo Road in IleIfe, Ife Central LGA, Osun State. One gang member was killed.",low
"There was a protest at Ekosin town, Odo-Otin LGA, Osun State, over the alleged imposition of a traditional ruler. The protesters burnt tires within the community",low
"Gunmen attacked a boat transporting three Lebanese nationals including the Managing Director of an electronic distribution company and two Nigerians (the boat captain and his assistant) around Falomo Bridge while traveling from Apapa to Victoria Island in Eti-Osa LGA, Lagos State. The five victims were abducted, and a 1.5-million-dollars ransom was demanded for their release.",low
"Gunmen attacked commuters near Mowe along the Lagos-Ibadan Expressway, Obafemi Owode LGA, Ogun State. An unspecified number of commuters were injured while attempting to escape the robbery scene, and valuables were stolen.",low
"There was a violent clash between the “Eiye” and the “Buccaneers” cult gangs at a polytechnic in Ile Ife, Ife Central LGA, Osun State. One gang member was killed.",low
"Gunmen attacked a residence in the Lekki County Estate, Eti-Osa LGA, Lagos State, and destroyed cars and CCTV cameras. No further details.",low
"Armed robbers shot and killed a retired army General at his residence in Sunshine Estate near Kabusa Junction, Lokogoma, AMAC, Abuja. One of the estate security guards sustained gunshot wounds, and valuables were stolen.",low
"Members of the Islamic Movement of Nigeria (IMN) held a protest at Central Area, AMAC, Abuja, in solidarity with Palestine following Israel’s continuous bombardment of Gaza.",low
"Suspected “one chance” criminals killed a female Vehicle Inspection Officer (VIO) who boarded a vehicle from the Area 1 bus stop enroute Gwagwalada. The victim’s body was later found on 22Jun24 on Shettima Monguno Street, behind Berger, Utako in AMAC, Abuja.",low
"Members of the “Aye” cult gang in a vehicle fired indiscriminately at members of the “Vikings” cult gang at Tina Junction, along Bauchi Ring Road, Jos North LGA, Plateau State. Two non-cult members were injured by stray bullets. Community members trailed the “Aye” cult gang members but failed to catch them. The gang members fired indiscriminately and injured one person at the Lamingo roundabout.",low
"Members of the Federal University of Agriculture, Makurdi Chapter of the Academic Staff Union of Universities (ASUU), held a protest at the premises of the institution in Makurdi LGA, Benue State, over the non implementation of the renegotiated draft 2009 agreement by the Federal Government. The protesters barricaded the entrance of the institution, carrying banners and placards with different inscriptions.",low
"There was a communal clash between Alago and Tiv farmers at the Keana-Benue border area of Keana LGA, Nasarawa State. At least 11 people were killed, and an unspecified number of people were injured.",low
"There was a violent clash between members of the “Aye” and the “Eiye” cult gangs in Oja Oba area of Ilorin, Ilorin West LGA, Kwara State. One person was killed.  ",low
"There was a violent clash between members of the “Aye” and the “Vikings” cult gangs in the Rayfield area of Jos South LGA, Plateau State. One person was killed.",low
"There was a violent clash between members of the “Aye” and the “Vikings” cult gangs in Tudun Kauri Lafia, Lafia LGA, Nasarawa State. One person was killed.",low
"Unidentified armed men attacked Kparenke community in Miango District, Bassa LGA, Plateau State. Two people were killed, and one person was injured.",low
"Suspected herders fired indiscriminately in Tulkinat community, Mangu LGA, Plateau State, and killed one person.",low
"AOG insurgents mounted an Illegal Vehicle Check Point (IVCP) in the vicinity of Boboshe, along the Dikwa-Gamboro-Ngala Road in Dikwa LGA, Borno State. Mobile phones, money, and fuel was siphoned from vehicles, and food supplies were looted.",low
"Gunmen fired indiscriminately in Tse Agbayo village on the Taraba/Benue border, Wukari LGA, Taraba State. Two people were killed, an unspecified number of people were injured, and houses and properties were set on fire.",low
"AOG insurgents ambushed a civilian-military convoy in transit in the vicinity of Dogon Waya along the Maiduguri-Damboa Road in Damboa LGA, Borno State. A GSF response team was deployed from Damboa. Three GSF personnel and one CJTF member were injured.",low
"ISWAP insurgents mounted an Illegal Vehicle Checkpoint (IVCP) in the vicinity of Madamari village, along Maiduguri-Gubio Road, Gubio LGA, Borno State. Three people including a commercial driver and two females were abducted. The driver was later released.",low
"Student of the Federal Polytechnic Bauchi held a protest along the Bauchi-Dass Road, Bauchi LGA, Bauchi State, over increased robbery attacks on their off-campus accommodations. The protesters barricaded the road, resulting in traffic gridlock.",low
"Armed men attacked a student lodge in the Gwalameji area of Bauchi Metropolis, Bauchi LGA, Bauchi State, one person was injured.",low
"Armed robbers attacked a residence in the vicinity of Rafin Zurfi, Bauchi LGA, Bauchi State. One person was injured, and valuables were stolen.",low
"AOG insurgents ambushed and abducted four people including a High Court judge, his wife, driver and security escort along the Biu-Maiduguri Road near Buratai and Buni-Gari communities, Biu LGA, Borno State. No further details.",low
"Armed robbers attacked a residence in the Zango Area of Bauchi LGA, Bauchi State, and stole an unspecified amount of money.",low
"AOG insurgents mounted an Illegal Vehicle Checkpoint (IVCP) along the Maiduguri-Damaturu Road, Maiduguri LGA, Borno State. A judiciary worker and his family members were abducted.",low
"Unidentified armed men attacked a residence in Mairi community, Buni Yadi, Gujba LGA, Yobe State. A policeman was killed, and his residence was set on fire.",low
"A GSF personnel reportedly fired shots in the air and mistakenly killed his colleague during an altercation in Damaturu town, Damaturu LGA, Yobe State.",low
"A mob lynched a man for alleged blasphemy in Nasaru village, Ningi LGA, Bauchi State.",low
"ISWAP insurgents were sighted along the Nigeria-Niger Republic border near Damasak town, Mobbar LGA, Borno State. Two NAF fighter jets were deployed for aerial recce of Damasak town and surrounding border communities.",low
"GSF personnel on clearance operations engaged bandits in a firefight in Baniguntu and Gohonau forest areas, Gudu LGA, Sokoto State. At least five bandits were killed, an unspecified number of bandits escaped with gunshot wounds, and two abducted victims were rescued. Five AK47 rifles, 32 rounds of ammunition, and a Techno phone were recovered.",low
"Bandits mounted an Illegal Vehicle Checkpoint (IVCP) in the vicinity of Randagi Community in Birnin Gwari LGA, Kaduna State. No further details.",low
"Bandits attacked a daily prayer mosque in Tazame community, Bungudu LGA, Zamfara State. Two people including the Deputy Imam were killed, 12 people were abducted (three were later released), and cattle were rustled.",low
